,County Code,County Name,Const Code,Constituency,CAW Code,CAW Name,Registered Voters
1076,39,BUNGOMA,216,MT. ELGON,1077,CHESIKAKI,11375
1077,39,BUNGOMA,216,MT. ELGON,1078,CHEPYUK,11075
1078,39,BUNGOMA,216,MT. ELGON,1079,KAPKATENY,12141
1079,39,BUNGOMA,216,MT. ELGON,1080,KAPTAMA,13714
1080,39,BUNGOMA,216,MT. ELGON,1081,ELGON,14512
1081,39,BUNGOMA,217,SIRISIA,1082,NAMWELA,13686
1082,39,BUNGOMA,217,SIRISIA,1083,MALAKISI/SOUTH KULISIRU,17728
1083,39,BUNGOMA,217,SIRISIA,1084,LWANDANYI,17303
1084,39,BUNGOMA,218,KABUCHAI,1085,KABUCHAI/CHWELE,18288
1085,39,BUNGOMA,218,KABUCHAI,1086,WEST NALONDO,16198
1086,39,BUNGOMA,218,KABUCHAI,1087,BWAKE/LUUYA,15366
1087,39,BUNGOMA,218,KABUCHAI,1088,MUKUYUNI,17369
1088,39,BUNGOMA,219,BUMULA,1089,SOUTH BUKUSU,11587
1089,39,BUNGOMA,219,BUMULA,1090,BUMULA,13425
1090,39,BUNGOMA,219,BUMULA,1091,KHASOKO,9270
1091,39,BUNGOMA,219,BUMULA,1092,KABULA,9817
1092,39,BUNGOMA,219,BUMULA,1093,KIMAETI,15546
1093,39,BUNGOMA,219,BUMULA,1094,WEST BUKUSU,9769
1094,39,BUNGOMA,219,BUMULA,1095,SIBOTI,12633
1095,39,BUNGOMA,220,KANDUYI,1096,BUKEMBE WEST,10831
1096,39,BUNGOMA,220,KANDUYI,1097,BUKEMBE EAST,13035
1097,39,BUNGOMA,220,KANDUYI,1098,TOWNSHIP,17919
1098,39,BUNGOMA,220,KANDUYI,1099,KHALABA,14167
1099,39,BUNGOMA,220,KANDUYI,1100,MUSIKOMA,15826
1100,39,BUNGOMA,220,KANDUYI,1101,EAST SANG'ALO,15555
1101,39,BUNGOMA,220,KANDUYI,1102,MARAKARU/TUUTI,16191
1102,39,BUNGOMA,220,KANDUYI,1103,WEST SANG'ALO,14809
1103,39,BUNGOMA,221,WEBUYE EAST,1104,MIHUU,17438
1104,39,BUNGOMA,221,WEBUYE EAST,1105,NDIVISI,17755
1105,39,BUNGOMA,221,WEBUYE EAST,1106,MARAKA,13757
1106,39,BUNGOMA,222,WEBUYE WEST,1107,MISIKHU,14118
1107,39,BUNGOMA,222,WEBUYE WEST,1108,SITIKHO,12540
1108,39,BUNGOMA,222,WEBUYE WEST,1109,MATULO,16304
1109,39,BUNGOMA,222,WEBUYE WEST,1110,BOKOLI,15670
1110,39,BUNGOMA,223,KIMILILI,1111,KIBINGEI,15664
1111,39,BUNGOMA,223,KIMILILI,1112,KIMILILI,19062
1112,39,BUNGOMA,223,KIMILILI,1113,MAENI,11452
1113,39,BUNGOMA,223,KIMILILI,1114,KAMUKUYWA,15409
1114,39,BUNGOMA,224,TONGAREN,1115,MBAKALO,13311
1115,39,BUNGOMA,224,TONGAREN,1116,NAITIRI/KABUYEFWE,16232
1116,39,BUNGOMA,224,TONGAREN,1117,MILIMA,15700
1117,39,BUNGOMA,224,TONGAREN,1118,NDALU/ TABANI,11250
1118,39,BUNGOMA,224,TONGAREN,1119,TONGAREN,15124
1119,39,BUNGOMA,224,TONGAREN,1120,SOYSAMBU/ MITUA,13335
1120,40,BUSIA,225,TESO NORTH,1121,MALABA CENTRAL,13248
1121,40,BUSIA,225,TESO NORTH,1122,MALABA NORTH,8401
1122,40,BUSIA,225,TESO NORTH,1123,ANG'URAI SOUTH,9821
1123,40,BUSIA,225,TESO NORTH,1124,ANG'URAI NORTH,10148
1124,40,BUSIA,225,TESO NORTH,1125,ANG'URAI EAST,7764
1125,40,BUSIA,225,TESO NORTH,1126,MALABA SOUTH,10413
1126,40,BUSIA,226,TESO SOUTH,1127,ANG'OROM,13730
1127,40,BUSIA,226,TESO SOUTH,1128,CHAKOL SOUTH,15351
1128,40,BUSIA,226,TESO SOUTH,1129,CHAKOL NORTH,9450
1129,40,BUSIA,226,TESO SOUTH,1130,AMUKURA WEST,8862
1130,40,BUSIA,226,TESO SOUTH,1131,AMUKURA EAST,11549
1131,40,BUSIA,226,TESO SOUTH,1132,AMUKURA CENTRAL,12326
1132,40,BUSIA,227,NAMBALE,1133,NAMBALE TOWNSHIP,17638
1133,40,BUSIA,227,NAMBALE,1134,BUKHAYO NORTH/WALTSI,10945
1134,40,BUSIA,227,NAMBALE,1135,BUKHAYO EAST,11614
1135,40,BUSIA,227,NAMBALE,1136,BUKHAYO CENTRAL,10348
1136,40,BUSIA,228,MATAYOS,1137,BUKHAYO WEST,17548
1137,40,BUSIA,228,MATAYOS,1138,MAYENJE,8184
1138,40,BUSIA,228,MATAYOS,1139,MATAYOS SOUTH,15980
1139,40,BUSIA,228,MATAYOS,1140,BUSIBWABO,6500
1140,40,BUSIA,228,MATAYOS,1141,BURUMBA,19496
1141,40,BUSIA,229,BUTULA,1142,MARACHI WEST,11575
1142,40,BUSIA,229,BUTULA,1143,KINGANDOLE,9906
1143,40,BUSIA,229,BUTULA,1144,MARACHI CENTRAL,11685
1144,40,BUSIA,229,BUTULA,1145,MARACHI EAST,11105
1145,40,BUSIA,229,BUTULA,1146,MARACHI NORTH,12937
1146,40,BUSIA,229,BUTULA,1147,ELUGULU,10169
1147,40,BUSIA,230,FUNYULA,1148,NAMBOBOTO NAMBUKU,15900
1148,40,BUSIA,230,FUNYULA,1149,NANGINA,12527
1149,40,BUSIA,230,FUNYULA,1150,AGENG'A NANGUBA,14284
1150,40,BUSIA,230,FUNYULA,1151,BWIRI,11320
1151,40,BUSIA,231,BUDALANGI,1152,BUNYALA CENTRAL,7725
1152,40,BUSIA,231,BUDALANGI,1153,BUNYALA NORTH,13637
1153,40,BUSIA,231,BUDALANGI,1154,BUNYALA WEST,14863
1154,40,BUSIA,231,BUDALANGI,1155,BUNYALA SOUTH,9807
1155,41,SIAYA,232,UGENYA,1156,WEST UGENYA,18973
1156,41,SIAYA,232,UGENYA,1157,UKWALA,14870
1157,41,SIAYA,232,UGENYA,1158,NORTH UGENYA,16987
1158,41,SIAYA,232,UGENYA,1159,EAST UGENYA,18197
1159,41,SIAYA,233,UGUNJA,1160,SIDINDI,14980
1160,41,SIAYA,233,UGUNJA,1161,SIGOMERE,18052
1161,41,SIAYA,233,UGUNJA,1162,UGUNJA,27082
1162,41,SIAYA,234,ALEGO USONGA,1163,USONGA,9273
1163,41,SIAYA,234,ALEGO USONGA,1164,WEST ALEGO,19154
1164,41,SIAYA,234,ALEGO USONGA,1165,CENTRAL ALEGO,18893
1165,41,SIAYA,234,ALEGO USONGA,1166,SIAYA TOWNSHIP,26832
1166,41,SIAYA,234,ALEGO USONGA,1167,NORTH ALEGO,19005
1167,41,SIAYA,234,ALEGO USONGA,1168,SOUTH EAST ALEGO,28845
1168,41,SIAYA,235,GEM,1169,NORTH GEM,19321
1169,41,SIAYA,235,GEM,1170,WEST GEM,14228
1170,41,SIAYA,235,GEM,1171,CENTRAL GEM,13633
1171,41,SIAYA,235,GEM,1172,YALA TOWNSHIP,13874
1172,41,SIAYA,235,GEM,1173,EAST GEM,13952
1173,41,SIAYA,235,GEM,1174,SOUTH GEM,18560
1174,41,SIAYA,236,BONDO,1175,WEST YIMBO,15638
1175,41,SIAYA,236,BONDO,1176,CENTRAL SAKWA,13782
1176,41,SIAYA,236,BONDO,1177,SOUTH SAKWA,14827
1177,41,SIAYA,236,BONDO,1178,YIMBO EAST,17008
1178,41,SIAYA,236,BONDO,1179,WEST SAKWA,21323
1179,41,SIAYA,236,BONDO,1180,NORTH SAKWA,21457
1180,41,SIAYA,237,RARIEDA,1181,EAST ASEMBO,21741
1181,41,SIAYA,237,RARIEDA,1182,WEST ASEMBO,21599
1182,41,SIAYA,237,RARIEDA,1183,NORTH UYOMA,13158
1183,41,SIAYA,237,RARIEDA,1184,SOUTH UYOMA,11140
1184,41,SIAYA,237,RARIEDA,1185,WEST UYOMA,17211
1185,42,KISUMU,238,KISUMU EAST,1186,KAJULU,26717
1186,42,KISUMU,238,KISUMU EAST,1187,KOLWA EAST,15294
1187,42,KISUMU,238,KISUMU EAST,1188,MANYATTA 'B',15095
1188,42,KISUMU,238,KISUMU EAST,1189,NYALENDA 'A',13765
1189,42,KISUMU,238,KISUMU EAST,1190,KOLWA CENTRAL,22306
1190,42,KISUMU,239,KISUMU WEST,1191,SOUTH WEST KISUMU,15592
1191,42,KISUMU,239,KISUMU WEST,1192,CENTRAL KISUMU,21829
1192,42,KISUMU,239,KISUMU WEST,1193,KISUMU NORTH,17599
1193,42,KISUMU,239,KISUMU WEST,1194,WEST KISUMU,13932
1194,42,KISUMU,239,KISUMU WEST,1195,NORTH WEST KISUMU,13975
1195,42,KISUMU,240,KISUMU CENTRAL,1196,RAILWAYS,25365
1196,42,KISUMU,240,KISUMU CENTRAL,1197,MIGOSI,18193
1197,42,KISUMU,240,KISUMU CENTRAL,1198,SHAURIMOYO KALOLENI,17675
1198,42,KISUMU,240,KISUMU CENTRAL,1199,MARKET MILIMANI,29278
1199,42,KISUMU,240,KISUMU CENTRAL,1200,KONDELE,23019
1200,42,KISUMU,240,KISUMU CENTRAL,1201,NYALENDA B,16619
1201,42,KISUMU,241,SEME,1202,WEST SEME,17896
1202,42,KISUMU,241,SEME,1203,CENTRAL SEME,14995
1203,42,KISUMU,241,SEME,1204,EAST SEME,13920
1204,42,KISUMU,241,SEME,1205,NORTH SEME,15234
1205,42,KISUMU,242,NYANDO,1206,EAST KANO/WAWIDHI,10146
1206,42,KISUMU,242,NYANDO,1207,AWASI/ONJIKO,18448
1207,42,KISUMU,242,NYANDO,1208,AHERO,18131
1208,42,KISUMU,242,NYANDO,1209,KABONYO/KANYAGWAL,13012
1209,42,KISUMU,242,NYANDO,1210,KOBURA,21020
1210,42,KISUMU,243,MUHORONI,1211,MIWANI,10846
1211,42,KISUMU,243,MUHORONI,1212,OMBEYI,13969
1212,42,KISUMU,243,MUHORONI,1213,MASOGO/NYANG'OMA,18629
1213,42,KISUMU,243,MUHORONI,1214,CHEMELIL,16933
1214,42,KISUMU,243,MUHORONI,1215,MUHORONI/KORU,19388
1215,42,KISUMU,244,NYAKACH,1216,SOUTH WEST NYAKACH,10003
1216,42,KISUMU,244,NYAKACH,1217,NORTH NYAKACH,21438
1217,42,KISUMU,244,NYAKACH,1218,CENTRAL NYAKACH,14199
1218,42,KISUMU,244,NYAKACH,1219,WEST NYAKACH,14900
1219,42,KISUMU,244,NYAKACH,1220,SOUTH EAST NYAKACH,17394
1220,43,HOMA BAY,245,KASIPUL,1221,WEST KASIPUL,14303
1221,43,HOMA BAY,245,KASIPUL,1222,SOUTH KASIPUL,14318
1222,43,HOMA BAY,245,KASIPUL,1223,CENTRAL KASIPUL,15476
1223,43,HOMA BAY,245,KASIPUL,1224,EAST KAMAGAK,9074
1224,43,HOMA BAY,245,KASIPUL,1225,WEST KAMAGAK,14342
1225,43,HOMA BAY,246,KABONDO KASIPUL,1226,KABONDO EAST,17062
1226,43,HOMA BAY,246,KABONDO KASIPUL,1227,KABONDO WEST,16927
1227,43,HOMA BAY,246,KABONDO KASIPUL,1228,KOKWANYO/KAKELO,15402
1228,43,HOMA BAY,246,KABONDO KASIPUL,1229,KOJWACH,10519
1229,43,HOMA BAY,247,KARACHUONYO,1230,WEST KARACHUONYO,11870
1230,43,HOMA BAY,247,KARACHUONYO,1231,NORTH KARACHUONYO,13731
1231,43,HOMA BAY,247,KARACHUONYO,1232,CENTRAL,12560
1232,43,HOMA BAY,247,KARACHUONYO,1233,KANYALUO,11255
1233,43,HOMA BAY,247,KARACHUONYO,1234,KIBIRI,12053
1234,43,HOMA BAY,247,KARACHUONYO,1235,WANGCHIENG,19362
1235,43,HOMA BAY,247,KARACHUONYO,1236,KENDU BAY TOWN,13350
1236,43,HOMA BAY,248,RANGWE,1237,WEST GEM,12456
1237,43,HOMA BAY,248,RANGWE,1238,EAST GEM,13448
1238,43,HOMA BAY,248,RANGWE,1239,KAGAN,16000
1239,43,HOMA BAY,248,RANGWE,1240,KOCHIA,16982
1240,43,HOMA BAY,249,HOMA BAY TOWN,1241,HOMA BAY CENTRAL,21119
1241,43,HOMA BAY,249,HOMA BAY TOWN,1242,HOMA BAY ARUJO,13283
1242,43,HOMA BAY,249,HOMA BAY TOWN,1243,HOMA BAY WEST,8283
1243,43,HOMA BAY,249,HOMA BAY TOWN,1244,HOMA BAY EAST,15650
1244,43,HOMA BAY,250,NDHIWA,1245,KWABWAI,16085
1245,43,HOMA BAY,250,NDHIWA,1246,KANYADOTO,9315
1246,43,HOMA BAY,250,NDHIWA,1247,KANYIKELA,5350
1247,43,HOMA BAY,250,NDHIWA,1248,KABUOCH NORTH,19358
1248,43,HOMA BAY,250,NDHIWA,1249,KABUOCH SOUTH/PALA,13741
1249,43,HOMA BAY,250,NDHIWA,1250,KANYAMWA KOLOGI,13399
1250,43,HOMA BAY,250,NDHIWA,1251,KANYAMWA KOSEWE,19486
1251,43,HOMA BAY,251,SUBA NORTH,1252,MFANGANO ISLAND,10569
1252,43,HOMA BAY,251,SUBA NORTH,1253,RUSINGA ISLAND,14320
1253,43,HOMA BAY,251,SUBA NORTH,1254,KASGUNGA,12876
1254,43,HOMA BAY,251,SUBA NORTH,1255,GEMBE,9941
1255,43,HOMA BAY,251,SUBA NORTH,1256,LAMBWE,12968
1256,43,HOMA BAY,252,SUBA SOUTH,1257,GWASSI SOUTH,18433
1257,43,HOMA BAY,252,SUBA SOUTH,1258,GWASSI NORTH,15405
1258,43,HOMA BAY,252,SUBA SOUTH,1259,KAKSINGRI WEST,13960
1259,43,HOMA BAY,252,SUBA SOUTH,1260,RUMA-KAKSINGRI,7040
1260,44,MIGORI,253,RONGO,1261,NORTH KAMAGAMBO,10426
1261,44,MIGORI,253,RONGO,1262,CENTRAL KAMAGAMBO,19077
1262,44,MIGORI,253,RONGO,1263,EAST KAMAGAMBO,16141
1263,44,MIGORI,253,RONGO,1264,SOUTH KAMAGAMBO,13537
1264,44,MIGORI,254,AWENDO,1265,NORTH SAKWA,11768
1265,44,MIGORI,254,AWENDO,1266,SOUTH SAKWA,17750
1266,44,MIGORI,254,AWENDO,1267,WEST SAKWA,11831
1267,44,MIGORI,254,AWENDO,1268,CENTRAL SAKWA,14623
1268,44,MIGORI,255,SUNA EAST,1269,GOD JOPE,10344
1269,44,MIGORI,255,SUNA EAST,1270,SUNA CENTRAL,18244
1270,44,MIGORI,255,SUNA EAST,1271,KAKRAO,16948
1271,44,MIGORI,255,SUNA EAST,1272,KWA,8929
1272,44,MIGORI,256,SUNA WEST,1273,WIGA,13692
1273,44,MIGORI,256,SUNA WEST,1274,WASWETA II,12007
1274,44,MIGORI,256,SUNA WEST,1275,RAGANA-ORUBA,20216
1275,44,MIGORI,256,SUNA WEST,1276,WASIMBETE,10771
1276,44,MIGORI,257,URIRI,1277,WEST KANYAMKAGO,14886
1277,44,MIGORI,257,URIRI,1278,NORTH KANYAMKAGO,16336
1278,44,MIGORI,257,URIRI,1279,CENTRAL KANYAMKAGO,10295
1279,44,MIGORI,257,URIRI,1280,SOUTH KANYAMKAGO,16057
1280,44,MIGORI,257,URIRI,1281,EAST KANYAMKAGO,7489
1281,44,MIGORI,258,NYATIKE,1282,KACHIEN'G,10551
1282,44,MIGORI,258,NYATIKE,1283,KANYASA,7748
1283,44,MIGORI,258,NYATIKE,1284,NORTH KADEM,15113
1284,44,MIGORI,258,NYATIKE,1285,MACALDER/KANYARWANDA,13187
1285,44,MIGORI,258,NYATIKE,1286,KALER,5727
1286,44,MIGORI,258,NYATIKE,1287,GOT KACHOLA,10923
1287,44,MIGORI,258,NYATIKE,1288,MUHURU,10183
1288,44,MIGORI,259,KURIA WEST,1289,BUKIRA EAST,8957
1289,44,MIGORI,259,KURIA WEST,1290,BUKIRA CENTRL/IKEREGE,7865
1290,44,MIGORI,259,KURIA WEST,1291,ISIBANIA,9169
1291,44,MIGORI,259,KURIA WEST,1292,MAKERERO,6056
1292,44,MIGORI,259,KURIA WEST,1293,MASABA,9214
1293,44,MIGORI,259,KURIA WEST,1294,TAGARE,9780
1294,44,MIGORI,259,KURIA WEST,1295,NYAMOSENSE/KOMOSOKO,11203
1295,44,MIGORI,260,KURIA EAST,1296,GOKEHARAKA/GETAMBWEGA,7962
1296,44,MIGORI,260,KURIA EAST,1297,NTIMARU WEST,8628
1297,44,MIGORI,260,KURIA EAST,1298,NTIMARU EAST,5591
1298,44,MIGORI,260,KURIA EAST,1299,NYABASI EAST,8930
1299,44,MIGORI,260,KURIA EAST,1300,NYABASI WEST,10865
1300,45,KISII,261,BONCHARI,1301,BOMARIBA,11167
1301,45,KISII,261,BONCHARI,1302,BOGIAKUMU,17744
1302,45,KISII,261,BONCHARI,1303,BOMORENDA,17363
1303,45,KISII,261,BONCHARI,1304,RIANA,18356
1304,45,KISII,262,SOUTH MUGIRANGO,1305,TABAKA,16395
1305,45,KISII,262,SOUTH MUGIRANGO,1306,BOIKANG'A,10127
1306,45,KISII,262,SOUTH MUGIRANGO,1307,BOGETENGA,14408
1307,45,KISII,262,SOUTH MUGIRANGO,1308,BORABU / CHITAGO,17760
1308,45,KISII,262,SOUTH MUGIRANGO,1309,MOTICHO,12699
1309,45,KISII,262,SOUTH MUGIRANGO,1310,GETENGA,7615
1310,45,KISII,263,BOMACHOGE BORABU,1311,BOMBABA BORABU,12474
1311,45,KISII,263,BOMACHOGE BORABU,1312,BOOCHI BORABU,8650
1312,45,KISII,263,BOMACHOGE BORABU,1313,BOKIMONGE,18795
1313,45,KISII,263,BOMACHOGE BORABU,1314,MAGENCHE,17072
1314,45,KISII,264,BOBASI,1315,MASIGE WEST,12614
1315,45,KISII,264,BOBASI,1316,MASIGE EAST,11667
1316,45,KISII,264,BOBASI,1317,BASI CENTRAL,13122
1317,45,KISII,264,BOBASI,1318,NYACHEKI,16988
1318,45,KISII,264,BOBASI,1319,BASI BOGETAORIO,16319
1319,45,KISII,264,BOBASI,1320,BOBASI CHACHE,12997
1320,45,KISII,264,BOBASI,1321,SAMETA/MOKWERERO,11884
1321,45,KISII,264,BOBASI,1322,BOBASI BOITANGARE,10469
1322,45,KISII,265,BOMACHOGE CHACHE,1323,MAJOGE BASI,13016
1323,45,KISII,265,BOMACHOGE CHACHE,1324,BOOCHI/TENDERE,17987
1324,45,KISII,265,BOMACHOGE CHACHE,1325,BOSOTI/SENGERA,18298
1325,45,KISII,266,NYARIBARI MASABA,1326,ICHUNI,15662
1326,45,KISII,266,NYARIBARI MASABA,1327,NYAMASIBI,11782
1327,45,KISII,266,NYARIBARI MASABA,1328,MASIMBA,14188
1328,45,KISII,266,NYARIBARI MASABA,1329,GESUSU,14569
1329,45,KISII,266,NYARIBARI MASABA,1330,KIAMOKAMA,12392
1330,45,KISII,267,NYARIBARI CHACHE,1331,BOBARACHO,19235
1331,45,KISII,267,NYARIBARI CHACHE,1332,KISII CENTRAL,24550
1332,45,KISII,267,NYARIBARI CHACHE,1333,KEUMBU,10022
1333,45,KISII,267,NYARIBARI CHACHE,1334,KIOGORO,10510
1334,45,KISII,267,NYARIBARI CHACHE,1335,BIRONGO,11320
1335,45,KISII,267,NYARIBARI CHACHE,1336,IBENO,12916
1336,45,KISII,268,KITUTU CHACHE NORTH,1337,MONYERERO,15350
1337,45,KISII,268,KITUTU CHACHE NORTH,1338,SENSI,15165
1338,45,KISII,268,KITUTU CHACHE NORTH,1339,MARANI,15466
1339,45,KISII,268,KITUTU CHACHE NORTH,1340,KEGOGI,10989
1340,45,KISII,269,KITUTU CHACHE SOUTH,1341,BOGUSERO,12271
1341,45,KISII,269,KITUTU CHACHE SOUTH,1342,BOGEKA,7774
1342,45,KISII,269,KITUTU CHACHE SOUTH,1343,NYAKOE,12178
1343,45,KISII,269,KITUTU CHACHE SOUTH,1344,KITUTU,24345
1344,45,KISII,269,KITUTU CHACHE SOUTH,1345,NYATIEKO,10340
1345,46,NYAMIRA,270,KITUTU MASABA,1346,RIGOMA,19808
1346,46,NYAMIRA,270,KITUTU MASABA,1347,GACHUBA,16245
1347,46,NYAMIRA,270,KITUTU MASABA,1348,KEMERA,18264
1348,46,NYAMIRA,270,KITUTU MASABA,1349,MAGOMBO,13683
1349,46,NYAMIRA,270,KITUTU MASABA,1350,MANGA,19212
1350,46,NYAMIRA,270,KITUTU MASABA,1351,GESIMA,19057
1351,46,NYAMIRA,271,WEST MUGIRANGO,1352,NYAMAIYA,16431
1352,46,NYAMIRA,271,WEST MUGIRANGO,1353,BOGICHORA,21267
1353,46,NYAMIRA,271,WEST MUGIRANGO,1354,BOSAMARO,20028
1354,46,NYAMIRA,271,WEST MUGIRANGO,1355,BONYAMATUTA,15455
1355,46,NYAMIRA,271,WEST MUGIRANGO,1356,TOWNSHIP,15018
1356,46,NYAMIRA,272,NORTH MUGIRANGO,1357,ITIBO,13950
1357,46,NYAMIRA,272,NORTH MUGIRANGO,1358,BOMWAGAMO,10152
1358,46,NYAMIRA,272,NORTH MUGIRANGO,1359,BOKEIRA,13595
1359,46,NYAMIRA,272,NORTH MUGIRANGO,1360,MAGWAGWA,12780
1360,46,NYAMIRA,272,NORTH MUGIRANGO,1361,EKERENYO,14273
1361,46,NYAMIRA,273,BORABU,1362,MEKENENE,10730
1362,46,NYAMIRA,273,BORABU,1363,KIABONYORU,22625
1363,46,NYAMIRA,273,BORABU,1364,NYANSIONGO,16050
1364,46,NYAMIRA,273,BORABU,1365,ESISE,14660
1365,47,NAIROBI CITY,274,WESTLANDS,1366,KITISURU,29237
1366,47,NAIROBI CITY,274,WESTLANDS,1367,PARKLANDS/HIGHRIDGE,37144
1367,47,NAIROBI CITY,274,WESTLANDS,1368,KARURA,29548
1368,47,NAIROBI CITY,274,WESTLANDS,1369,KANGEMI,32551
1369,47,NAIROBI CITY,274,WESTLANDS,1370,MOUNTAIN VIEW,32259
1370,47,NAIROBI CITY,275,DAGORETTI NORTH,1371,KILIMANI,38927
1371,47,NAIROBI CITY,275,DAGORETTI NORTH,1372,KAWANGWARE,28468
1372,47,NAIROBI CITY,275,DAGORETTI NORTH,1373,GATINA,34831
1373,47,NAIROBI CITY,275,DAGORETTI NORTH,1374,KILELESHWA,26343
1374,47,NAIROBI CITY,275,DAGORETTI NORTH,1375,KABIRO,29090
1375,47,NAIROBI CITY,276,DAGORETTI SOUTH,1376,MUTU-INI,13484
1376,47,NAIROBI CITY,276,DAGORETTI SOUTH,1377,NGANDO,24892
1377,47,NAIROBI CITY,276,DAGORETTI SOUTH,1378,RIRUTA,37766
1378,47,NAIROBI CITY,276,DAGORETTI SOUTH,1379,UTHIRU/RUTHIMITU,19657
1379,47,NAIROBI CITY,276,DAGORETTI SOUTH,1380,WAITHAKA,19131
1380,47,NAIROBI CITY,277,LANGATA,1381,KAREN,34450
1381,47,NAIROBI CITY,277,LANGATA,1382,NAIROBI WEST,18386
1382,47,NAIROBI CITY,277,LANGATA,1383,MUGUMU-INI,37864
1383,47,NAIROBI CITY,277,LANGATA,1384,SOUTH C,33149
1384,47,NAIROBI CITY,277,LANGATA,1385,NYAYO HIGHRISE,21800
1385,47,NAIROBI CITY,278,KIBRA,1386,LAINI SABA,19378
1386,47,NAIROBI CITY,278,KIBRA,1387,LINDI,19082
1387,47,NAIROBI CITY,278,KIBRA,1388,MAKINA,28408
1388,47,NAIROBI CITY,278,KIBRA,1389,WOODLEY/KENYATTA GOLF COURSE,28972
1389,47,NAIROBI CITY,278,KIBRA,1390,SARANGOMBE,32442
1390,47,NAIROBI CITY,279,ROYSAMBU,1391,GITHURAI,35899
1391,47,NAIROBI CITY,279,ROYSAMBU,1392,KAHAWA WEST,38586
1392,47,NAIROBI CITY,279,ROYSAMBU,1393,ZIMMERMAN,30701
1393,47,NAIROBI CITY,279,ROYSAMBU,1394,ROYSAMBU,31158
1394,47,NAIROBI CITY,279,ROYSAMBU,1395,KAHAWA,17428
1395,47,NAIROBI CITY,280,KASARANI,1396,CLAY CITY,34387
1396,47,NAIROBI CITY,280,KASARANI,1397,MWIKI,27837
1397,47,NAIROBI CITY,280,KASARANI,1398,KASARANI,27525
1398,47,NAIROBI CITY,280,KASARANI,1399,NJIRU,28140
1399,47,NAIROBI CITY,280,KASARANI,1400,RUAI,37361
1400,47,NAIROBI CITY,281,RUARAKA,1401,BABA DOGO,29419
1401,47,NAIROBI CITY,281,RUARAKA,1402,UTALII,27599
1402,47,NAIROBI CITY,281,RUARAKA,1403,MATHARE NORTH,29334
1403,47,NAIROBI CITY,281,RUARAKA,1404,LUCKY SUMMER,20690
1404,47,NAIROBI CITY,281,RUARAKA,1405,KOROGOCHO,17440
1405,47,NAIROBI CITY,282,EMBAKASI SOUTH,1406,IMARA DAIMA,38096
1406,47,NAIROBI CITY,282,EMBAKASI SOUTH,1407,KWA NJENGA,28554
1407,47,NAIROBI CITY,282,EMBAKASI SOUTH,1408,KWA REUBEN,33591
1408,47,NAIROBI CITY,282,EMBAKASI SOUTH,1409,PIPELINE,37900
1409,47,NAIROBI CITY,282,EMBAKASI SOUTH,1410,KWARE,29812
1410,47,NAIROBI CITY,283,EMBAKASI NORTH,1411,KARIOBANGI NORTH,24500
1411,47,NAIROBI CITY,283,EMBAKASI NORTH,1412,DANDORA AREA I,20543
1412,47,NAIROBI CITY,283,EMBAKASI NORTH,1413,DANDORA AREA II,19761
1413,47,NAIROBI CITY,283,EMBAKASI NORTH,1414,DANDORA AREA III,21247
1414,47,NAIROBI CITY,283,EMBAKASI NORTH,1415,DANDORA AREA IV,27293
1415,47,NAIROBI CITY,284,EMBAKASI CENTRAL,1416,KAYOLE NORTH,25563
1416,47,NAIROBI CITY,284,EMBAKASI CENTRAL,1417,KAYOLE CENTRAL,26855
1417,47,NAIROBI CITY,284,EMBAKASI CENTRAL,1418,KAYOLE SOUTH,41154
1418,47,NAIROBI CITY,284,EMBAKASI CENTRAL,1419,KOMAROCK,33127
1419,47,NAIROBI CITY,284,EMBAKASI CENTRAL,1420,MATOPENI/SPRING VALLEY,19193
1420,47,NAIROBI CITY,285,EMBAKASI EAST,1421,UPPER SAVANNAH,28928
1421,47,NAIROBI CITY,285,EMBAKASI EAST,1422,LOWER SAVANNAH,30104
1422,47,NAIROBI CITY,285,EMBAKASI EAST,1423,EMBAKASI,46291
1423,47,NAIROBI CITY,285,EMBAKASI EAST,1424,UTAWALA,25707
1424,47,NAIROBI CITY,285,EMBAKASI EAST,1425,MIHANGO,23569
1425,47,NAIROBI CITY,286,EMBAKASI WEST,1426,UMOJA I,40554
1426,47,NAIROBI CITY,286,EMBAKASI WEST,1427,UMOJA II,39562
1427,47,NAIROBI CITY,286,EMBAKASI WEST,1428,MOWLEM,23423
1428,47,NAIROBI CITY,286,EMBAKASI WEST,1429,KARIOBANGI SOUTH,38339
1429,47,NAIROBI CITY,287,MAKADARA,1430,MARINGO/HAMZA,39821
1430,47,NAIROBI CITY,287,MAKADARA,1431,VIWANDANI,24650
1431,47,NAIROBI CITY,287,MAKADARA,1432,HARAMBEE,36498
1432,47,NAIROBI CITY,287,MAKADARA,1433,MAKONGENI,28658
1433,47,NAIROBI CITY,288,KAMUKUNJI,1434,PUMWANI,39130
1434,47,NAIROBI CITY,288,KAMUKUNJI,1435,EASTLEIGH NORTH,27523
1435,47,NAIROBI CITY,288,KAMUKUNJI,1436,EASTLEIGH SOUTH,28019
1436,47,NAIROBI CITY,288,KAMUKUNJI,1437,AIRBASE,16352
1437,47,NAIROBI CITY,288,KAMUKUNJI,1438,CALIFORNIA,17492
1438,47,NAIROBI CITY,289,STAREHE,1439,NAIROBI CENTRAL,52186
1439,47,NAIROBI CITY,289,STAREHE,1440,NGARA,27816
